plein_id,mission_id,vehicule_id,chauffeur_id,date,litres,montant_fcfa,_anomalie_reelle
FL-011920,MS-013515,WV-IT-688,10027889,2024-09-12,6.0,5930,0
FL-011921,MS-013516,AA-737-NW,10027889,2024-09-12,8.4,8301,0
FL-011922,MS-013517,WV-IT-570,10027889,2024-09-12,3.3,3276,0
FL-011923,MS-013518,AA-907-QG,10027889,2024-09-12,9.7,9645,0
FL-011924,MS-013519,AA-902-QG,10027889,2024-09-12,2.6,2558,0
FL-011925,MS-013520,AA-340-QK,10027889,2024-09-12,4.2,4192,0
FL-011926,MS-013521,AA-345-QK,10027889,2024-09-12,8.4,8328,0
FL-011927,MS-013524,AA-949-QX,10027889,2024-09-12,5.7,5639,0
FL-011928,MS-013525,AA-979-QX,10027889,2024-09-12,4.1,4024,0
FL-011929,MS-013526,AA-951-QX,10027889,2024-09-12,7.3,7259,0
FL-011930,MS-013527,WV-IT-639,10027889,2024-09-12,4.4,4338,0
FL-011931,MS-013528,WV-IT-574,10027889,2024-09-12,22.8,22583,0
FL-011932,MS-013529,WV-IT-582,10027889,2024-09-12,6.6,6518,0
FL-011933,MS-013530,WV-IT-602,10027889,2024-09-12,2.8,2764,0
FL-011934,MS-013531,WV-IT-585,10027889,2024-09-12,3.5,3465,0
FL-011935,MS-013532,WV-IT-564,10027889,2024-09-12,15.8,15688,0
FL-011936,MS-013533,WV-IT-664,10027889,2024-09-12,2.3,2234,0
FL-011937,MS-013535,WV-IT-684,10027889,2024-09-12,4.3,4228,0
FL-011938,MS-013536,AA-488-QH,10027889,2024-09-12,2.4,2409,0
FL-011939,MS-013537,AA-746-NW,10027889,2024-09-12,3.4,3345,0
FL-011940,MS-013538,AA-752-NW,10027889,2024-09-12,7.3,7230,0
FL-011941,MS-013539,AA-683-NW,10027889,2024-09-12,6.0,5910,0
FL-011942,MS-013540,AA-983-NW,10027889,2024-09-12,2.2,2148,0
FL-011943,MS-013541,WV-IT-686,10027889,2024-09-12,3.1,3115,0
FL-011944,MS-013542,WV-IT-687,10027889,2024-09-12,5.9,5840,0
FL-011945,MS-013544,AA-834-QG,10027889,2024-09-12,3.0,2987,0
FL-011946,MS-013545,AA-885-QG,10027889,2024-09-12,5.7,5667,0
FL-011947,MS-013546,AA-968-NW,10027889,2024-09-12,5.5,5408,0
FL-011948,MS-013547,WV-IT-638,10027889,2024-09-12,7.8,7750,0
FL-011949,MS-013548,WVIT694,10027889,2024-09-12,15.2,15011,0
FL-011950,MS-013549,WVIT-700,10027889,2024-09-12,42.9,42517,0
FL-011951,MS-013550,WV-IT-703,10027889,2024-09-12,12.6,12444,0
FL-011952,MS-013551,WV-321,10027889,2024-09-12,8.8,8677,0
FL-011953,MS-013552,WV-IT-552,10027889,2024-09-13,49.7,49194,0
FL-011954,MS-013553,WV-IT-567,10027889,2024-09-13,24.0,23738,0
FL-011955,MS-013554,WV-IT-568,10027889,2024-09-13,28.3,28062,0
FL-011956,MS-013555,WV-IT-692,10027889,2024-09-13,15.9,15745,0
FL-011957,MS-013557,AA-865-QG,10027889,2024-09-13,4.2,4188,0
FL-011958,MS-013558,WV-IT-570,10027889,2024-09-13,8.0,7939,0
FL-011959,MS-013559,AA-345-QK,10027889,2024-09-13,2.8,2730,0
FL-011960,MS-013560,AA-945-QX,10027889,2024-09-13,1.3,1276,0
FL-011961,MS-013561,AA-986-QX,10027889,2024-09-13,7.7,7633,0
FL-011962,MS-013562,AA-951-QX,10027889,2024-09-13,5.6,5570,0
FL-011963,MS-013563,AA-728-RH,10027889,2024-09-13,4.6,4602,0
FL-011964,MS-013564,AA-831-RH,10027889,2024-09-13,6.8,6764,0
FL-011965,MS-013565,WV-IT-639,10027889,2024-09-13,7.3,7234,0
FL-011966,MS-013566,WV-IT-574,10027889,2024-09-13,45.8,45389,0
FL-011967,MS-013567,WV-IT-633,10027889,2024-09-13,4.7,4675,0
FL-011968,MS-013568,WV-IT-604,10027889,2024-09-13,4.6,4586,0
FL-011969,MS-013569,WV-IT-603,10027889,2024-09-13,1.3,1303,0
FL-011970,MS-013570,WV-IT-529,10027889,2024-09-13,34.6,34254,0
FL-011971,MS-013571,WV-IT-527,10027889,2024-09-13,20.3,20122,0
FL-011972,MS-013572,WV-IT-663,10027889,2024-09-13,2.4,2367,0
FL-011973,MS-013574,AA-657-NW,10027889,2024-09-13,3.0,2998,0
FL-011974,MS-013575,AA-752-NW,10027889,2024-09-13,3.9,3828,0
FL-011975,MS-013576,AA-973-NW,10027889,2024-09-13,4.6,4579,0
FL-011976,MS-013577,AA-683-NW,10027889,2024-09-13,1.3,1309,0
FL-011977,MS-013578,WV-IT-687,10027889,2024-09-13,2.2,2135,0
FL-011978,MS-013579,AA-286-TE,10027889,2024-09-13,3.3,3229,0
FL-011979,MS-013580,AA-497-QG,10027889,2024-09-13,1.1,1121,0
FL-011980,MS-013581,AA-891-QG,10027889,2024-09-13,7.0,6882,0
FL-011981,MS-013582,AA-834-QG,10027889,2024-09-13,4.1,4052,0
FL-011982,MS-013583,AA-299-TE,10027889,2024-09-13,9.0,8947,0
FL-011983,MS-013585,AA-742-NW,10027889,2024-09-13,4.0,3960,0
FL-011984,MS-013587,987298,10027889,2024-09-13,5.3,5240,0
FL-011985,MS-013588,WV-IT-638,10027889,2024-09-13,4.5,4475,0
FL-011986,MS-013589,AA-290-TE,10027889,2024-09-13,1.3,1323,0
FL-011987,MS-013590,WV-IT-703,10027889,2024-09-13,8.4,8325,0
FL-011988,MS-013591,WV-IT-552,10027889,2024-09-14,31.3,31023,0
FL-011989,MS-013592,AA-242-PJ,10027889,2024-09-14,3.6,3561,0
FL-011990,MS-013593,AA-903-QG,10027889,2024-09-14,3.4,3366,0
FL-011991,MS-013594,AA-155-QY,10027889,2024-09-14,1.3,1250,0
FL-011992,MS-013595,AA-979-QX,10027889,2024-09-14,5.2,5107,0
FL-011993,MS-013596,WV-IT-602,10027889,2024-09-14,5.1,5013,0
FL-011994,MS-013597,AA-905-QG,10027889,2024-09-14,2.5,2503,0
FL-011995,MS-013598,AA-423-NX,10027889,2024-09-15,5.2,5111,0
FL-011996,MS-013599,AA-471-NX,10027889,2024-09-15,8.7,8616,0
FL-011997,MS-013600,AA-488-QH,10027889,2024-09-15,3.2,3161,0
FL-011998,MS-013601,AA-973-NW,10027889,2024-09-15,2.3,2277,0
FL-011999,MS-013602,WV-IT-687,10027889,2024-09-15,4.8,4776,0
FL-012000,MS-013605,987298,10027889,2024-09-15,3.2,3194,0
FL-012001,MS-013606,AA-290-TE,10027889,2024-09-15,4.1,4102,0
FL-012002,MS-013607,WV-IT-680,10027889,2024-09-16,3.4,3342,0
FL-012003,MS-013608,WV-IT-567,10027889,2024-09-16,36.3,35889,0
FL-012004,MS-013610,WV-IT-575,10027889,2024-09-16,36.5,36119,0
FL-012005,MS-013611,WV-IT-514,10027889,2024-09-16,54.4,53903,0
FL-012006,MS-013612,AA-888-QG,10027889,2024-09-16,1.3,1259,0
FL-012007,MS-013613,AA-881-QG,10027889,2024-09-16,4.3,4286,0
FL-012008,MS-013614,AA-892-QG,10027889,2024-09-16,2.9,2851,0
FL-012009,MS-013615,AA-218-QX,10027889,2024-09-16,5.0,4938,0
FL-012010,MS-013616,AA-240-PJ,10027889,2024-09-16,4.8,4733,0
FL-012011,MS-013617,AA-369-QX,10027889,2024-09-16,4.6,4592,0
FL-012012,MS-013618,AA-737-NW,10027889,2024-09-16,7.7,7594,0
FL-012013,MS-013619,AA-280-QK,10027889,2024-09-16,1.8,1752,0
FL-012014,MS-013620,AA-336-QK,10027889,2024-09-16,4.2,4169,0
FL-012015,MS-013621,AA-744-NW,10027889,2024-09-16,4.0,3944,0
FL-012016,MS-013622,AA-170-QY,10027889,2024-09-16,2.8,2740,0
FL-012017,MS-013623,AA-155-QY,10027889,2024-09-16,4.7,4662,0
FL-012018,MS-013624,AA-728-RH,10027889,2024-09-16,4.7,4614,0
FL-012019,MS-013625,WV-IT-602,10027889,2024-09-16,5.5,5488,0
FL-012020,MS-013626,WV-IT-578,10027889,2024-09-16,1.9,1865,0
FL-012021,MS-013627,WV-IT-585,10027889,2024-09-16,3.1,3056,0
FL-012022,MS-013628,WV-IT-527,10027889,2024-09-16,12.4,12304,0
FL-012023,MS-013629,WV-IT-663,10027889,2024-09-16,3.9,3816,0
FL-012024,MS-013631,WV-IT-684,10027889,2024-09-16,1.2,1156,0
FL-012025,MS-013632,81787,10027889,2024-09-16,6.8,6754,0
FL-012026,MS-013635,AA-983-NW,10027889,2024-09-16,3.6,3527,0
FL-012027,MS-013636,WV-IT-686,10027889,2024-09-16,4.5,4438,0
FL-012028,MS-013637,AA-853-QG,10027889,2024-09-16,7.3,7222,0
FL-012029,MS-013638,AA-905-QG,10027889,2024-09-16,1.9,1868,0
FL-012030,MS-013639,AA-885-QG,10027889,2024-09-16,3.3,3249,0
FL-012031,MS-013641,AA-284-TE,10027889,2024-09-16,6.3,6238,0
FL-012032,MS-013642,WV-IT-661,10027889,2024-09-16,7.9,7821,0
FL-012033,MS-013643,987298,10027889,2024-09-16,5.1,5010,0
FL-012034,MS-013644,WV-IT-693,10027889,2024-09-16,15.9,15702,0
FL-012035,MS-013645,AA-290-TE,10027889,2024-09-16,1.4,1400,0
FL-012036,MS-013646,AA-296-TE,10027889,2024-09-16,4.9,4844,0
FL-012037,MS-013647,WVIT-699,10027889,2024-09-16,34.8,34444,0
FL-012038,MS-013648,WV-IT-569,10027889,2024-09-17,14.9,14779,0
FL-012039,MS-013649,WV-IT-551,10027889,2024-09-17,64.6,63965,0
FL-012040,MS-013650,WV-IT-575,10027889,2024-09-17,20.4,20170,0
FL-012041,MS-013651,AA-888-QG,10027889,2024-09-17,4.7,4636,0
FL-012042,MS-013652,AA-846-QG,10027889,2024-09-17,4.1,4038,0
FL-012043,MS-013653,AA-218-QX,10027889,2024-09-17,8.6,8479,0
FL-012044,MS-013654,AA-210-PJ,10027889,2024-09-17,8.6,8554,0
FL-012045,MS-013655,AA-240-PJ,10027889,2024-09-17,5.8,5720,0
FL-012046,MS-013656,WV-IT-570,10027889,2024-09-17,3.4,3395,0
FL-012047,MS-013657,AA-903-QG,10027889,2024-09-17,2.5,2508,0
FL-012048,MS-013658,AA-902-QG,10027889,2024-09-17,2.6,2592,0
FL-012049,MS-013659,AA-340-QK,10027889,2024-09-17,5.5,5455,0
FL-012050,MS-013660,AA-284-QK,10027889,2024-09-17,1.4,1354,0
FL-012051,MS-013661,AA-945-QX,10027889,2024-09-17,2.8,2802,0
FL-012052,MS-013664,WV-IT-640,10027889,2024-09-17,4.3,4234,0
FL-012053,MS-013665,WV-IT-633,10027889,2024-09-17,5.3,5229,0
FL-012054,MS-013666,WV-IT-602,10027889,2024-09-17,2.4,2399,0
FL-012055,MS-013667,WV-IT-603,10027889,2024-09-17,7.2,7154,0
FL-012056,MS-013668,WV-IT-579,10027889,2024-09-17,13.7,13537,1
FL-012057,MS-013670,WV-IT-684,10027889,2024-09-17,3.9,3886,0
FL-012058,MS-013671,AA-425-NX,10027889,2024-09-17,3.3,3283,0
FL-012059,MS-013672,AA-746-NW,10027889,2024-09-17,3.9,3891,0
FL-012060,MS-013673,AA-973-NW,10027889,2024-09-17,5.5,5469,0
FL-012061,MS-013674,AA-983-NW,10027889,2024-09-17,3.2,3181,0
FL-012062,MS-013675,AA-853-QG,10027889,2024-09-17,7.3,7234,0
FL-012063,MS-013677,AA-891-QG,10027889,2024-09-17,4.8,4798,0
FL-012064,MS-013678,AA-885-QG,10027889,2024-09-17,4.9,4805,0
FL-012065,MS-013679,WV-IT-565,10027889,2024-09-17,2.9,2907,0
FL-012066,MS-013681,AA-733-NW,10027889,2024-09-17,2.7,2628,0
FL-012067,MS-013682,AA-968-NW,10027889,2024-09-17,3.9,3892,0
FL-012068,MS-013683,987297,10027889,2024-09-17,3.2,3151,0
FL-012069,MS-013684,WV-IT-637,10027889,2024-09-17,6.9,6821,0
FL-012070,MS-013685,WV-IT-693,10027889,2024-09-17,33.0,32670,0
FL-012071,MS-013686,WVIT694,10027889,2024-09-17,28.8,28474,0
FL-012072,MS-013687,WV-IT-703,10027889,2024-09-17,13.3,13160,0
FL-012073,MS-013688,WV-321,10027889,2024-09-17,7.6,7510,0
FL-012074,MS-013690,WVTEST3,10027889,2024-09-18,20.5,20267,0
FL-012075,MS-013691,WV-IT-568,10027889,2024-09-18,12.7,12533,0
FL-012076,MS-013692,WV-IT-575,10027889,2024-09-18,33.6,33266,0
FL-012077,MS-013693,AA-840-QG,10027889,2024-09-18,6.7,6594,0
FL-012078,MS-013694,AA-242-PJ,10027889,2024-09-18,3.7,3618,0
FL-012079,MS-013695,WV-IT-571,10027889,2024-09-18,5.5,5435,0
FL-012080,MS-013696,AA-907-QG,10027889,2024-09-18,4.9,4882,0
FL-012081,MS-013697,AA-340-QK,10027889,2024-09-18,1.4,1375,0
FL-012082,MS-013698,AA-284-QK,10027889,2024-09-18,1.2,1141,0
FL-012083,MS-013699,WV-IT-639,10027889,2024-09-18,4.1,4034,0
FL-012084,MS-013700,WV-IT-640,10027889,2024-09-18,5.0,4974,0
FL-012085,MS-013701,WV-IT-585,10027889,2024-09-18,4.7,4613,0
FL-012086,MS-013702,WV-IT-529,10027889,2024-09-18,9.9,9832,0
FL-012087,MS-013703,WV-IT-660,10027889,2024-09-18,4.4,4396,0
FL-012088,MS-013704,WV-IT-684,10027889,2024-09-18,1.7,1681,0
FL-012089,MS-013705,AA-471-NX,10027889,2024-09-18,4.7,4626,0
FL-012090,MS-013706,AA-657-NW,10027889,2024-09-18,1.3,1301,0
FL-012091,MS-013707,AA-728-NW,10027889,2024-09-18,3.7,3682,0
FL-012092,MS-013708,AA-983-NW,10027889,2024-09-18,3.1,3022,0
FL-012093,MS-013709,AA-286-TE,10027889,2024-09-18,5.9,5868,0
FL-012094,MS-013710,AA-284-TE,10027889,2024-09-18,5.1,5027,0
FL-012095,MS-013712,WV-IT-662,10027889,2024-09-18,10.1,10043,0
FL-012096,MS-013713,AA-658-NW,10027889,2024-09-18,3.8,3744,0
FL-012097,MS-013715,987297,10027889,2024-09-18,1.7,1640,0
FL-012098,MS-013716,987298,10027889,2024-09-18,5.4,5372,0
FL-012099,MS-013717,WV-IT-638,10027889,2024-09-18,2.6,2557,0
FL-012100,MS-013718,WV-IT-637,10027889,2024-09-18,6.5,6413,0
FL-012101,MS-013719,WVIT-700,10027889,2024-09-18,28.2,27915,0
FL-012102,MS-013720,WVIT-699,10027889,2024-09-18,46.0,45553,0
FL-012103,MS-013721,WV-IT-569,10027889,2024-09-19,21.9,21667,0
FL-012104,MS-013722,WVTEST3,10027889,2024-09-19,13.1,12929,0
FL-012105,MS-013723,WV-IT-567,10027889,2024-09-19,51.0,50492,0
FL-012106,MS-013724,AA-881-QG,10027889,2024-09-19,5.0,4949,0
FL-012107,MS-013725,AA-865-QG,10027889,2024-09-19,3.1,3052,0
FL-012108,MS-013726,AA-210-PJ,10027889,2024-09-19,3.3,3229,0
FL-012109,MS-013727,AA-242-PJ,10027889,2024-09-19,1.3,1257,0
FL-012110,MS-013728,AA-907-QG,10027889,2024-09-19,4.0,3921,0
FL-012111,MS-013729,AA-340-QK,10027889,2024-09-19,4.1,4063,0
FL-012112,MS-013731,AA-284-QK,10027889,2024-09-19,4.1,4030,0
FL-012113,MS-013732,AA-739-NW,10027889,2024-09-19,3.4,3336,0
FL-012114,MS-013733,AA-945-QX,10027889,2024-09-19,5.1,5075,0
FL-012115,MS-013734,AA-986-QX,10027889,2024-09-19,5.1,5061,0
FL-012116,MS-013735,WV-IT-640,10027889,2024-09-19,8.3,8252,0
FL-012117,MS-013736,WV-IT-604,10027889,2024-09-19,5.8,5711,0
FL-012118,MS-013737,WV-IT-585,10027889,2024-09-19,7.9,7859,0
FL-012119,MS-013738,WV-IT-579,10027889,2024-09-19,6.1,6032,0
FL-012120,MS-013739,WV-IT-691,10027889,2024-09-19,21.6,21360,0
FL-012121,MS-013740,WV-IT-529,10027889,2024-09-19,45.4,44978,0
FL-012122,MS-013741,AA-657-NW,10027889,2024-09-19,1.4,1406,0
FL-012123,MS-013742,AA-728-NW,10027889,2024-09-19,2.2,2141,0
FL-012124,MS-013745,WV-IT-687,10027889,2024-09-19,5.1,5086,0
FL-012125,MS-013746,WV-IT-689,10027889,2024-09-19,3.7,3625,0
FL-012126,MS-013747,AA-905-QG,10027889,2024-09-19,7.2,7157,0
FL-012127,MS-013748,AA-497-QG,10027889,2024-09-19,2.1,2046,0
FL-012128,MS-013749,AA-897-QG,10027889,2024-09-19,7.3,7240,0
FL-012129,MS-013750,AA-891-QG,10027889,2024-09-19,4.1,4057,0
FL-012130,MS-013751,AA-858-QG,10027889,2024-09-19,7.3,7254,0
FL-012131,MS-013752,AA-299-TE,10027889,2024-09-19,7.2,7158,0
FL-012132,MS-013753,WV-IT-565,10027889,2024-09-19,6.2,6129,0
FL-012133,MS-013754,AA-742-NW,10027889,2024-09-19,2.5,2504,0
FL-012134,MS-013755,WV-IT-690,10027889,2024-09-19,3.3,3242,0
FL-012135,MS-013756,WV-IT-637,10027889,2024-09-19,5.0,4924,0
FL-012136,MS-013759,WVIT-576,10027889,2024-09-19,25.4,25188,0
FL-012137,MS-013760,WVIT-681,10027889,2024-09-19,18.8,18608,0
FL-012138,MS-013761,WV-IT-569,10027889,2024-09-20,10.7,10576,0
FL-012139,MS-013762,WV-IT-551,10027889,2024-09-20,38.6,38227,0
FL-012140,MS-013763,WV-IT-552,10027889,2024-09-20,30.5,30212,0
FL-012141,MS-013764,WV-IT-575,10027889,2024-09-20,55.3,54770,0
FL-012142,MS-013765,AA-846-QG,10027889,2024-09-20,3.3,3301,0
FL-012143,MS-013766,AA-892-QG,10027889,2024-09-20,2.4,2406,0
FL-012144,MS-013767,AA-840-QG,10027889,2024-09-20,6.9,6795,0
FL-012145,MS-013768,AA-865-QG,10027889,2024-09-20,2.8,2783,0
FL-012146,MS-013769,AA-126-QX,10027889,2024-09-20,1.5,1460,0
FL-012147,MS-013770,WV-IT-688,10027889,2024-09-20,10.5,10372,1
FL-012148,MS-013771,WV-IT-571,10027889,2024-09-20,5.2,5153,0
FL-012149,MS-013772,AA-908-QG,10027889,2024-09-20,7.5,7459,1
FL-012150,MS-013773,AA-902-QG,10027889,2024-09-20,6.0,5919,0
FL-012151,MS-013774,AA-278-QK,10027889,2024-09-20,1.3,1298,0
FL-012152,MS-013776,AA-373-QK,10027889,2024-09-20,4.9,4883,0
FL-012153,MS-013778,AA-951-QX,10027889,2024-09-20,8.0,7931,0
FL-012154,MS-013779,WV-IT-640,10027889,2024-09-20,5.4,5303,0
FL-012155,MS-013780,WV-IT-633,10027889,2024-09-20,5.6,5560,0
FL-012156,MS-013781,WV-IT-636,10027889,2024-09-20,5.3,5217,0
FL-012157,MS-013783,WV-IT-660,10027889,2024-09-20,7.1,7046,0
FL-012158,MS-013784,81787,10027889,2024-09-20,4.4,4316,0
FL-012159,MS-013785,AA-425-NX,10027889,2024-09-20,1.8,1771,0
FL-012160,MS-013786,AA-973-NW,10027889,2024-09-20,2.0,1956,0
FL-012161,MS-013787,AA-897-QG,10027889,2024-09-20,7.9,7798,0
FL-012162,MS-013788,AA-891-QG,10027889,2024-09-20,1.3,1245,0
FL-012163,MS-013789,AA-814-QG,10027889,2024-09-20,5.4,5352,0
FL-012164,MS-013792,WV-IT-690,10027889,2024-09-20,7.6,7478,0
FL-012165,MS-013793,987297,10027889,2024-09-20,2.9,2916,0
FL-012166,MS-013794,WV-IT-638,10027889,2024-09-20,5.2,5163,0
FL-012167,MS-013795,AA-290-TE,10027889,2024-09-20,3.5,3495,0
FL-012168,MS-013796,WVIT-700,10027889,2024-09-20,35.7,35375,0
FL-012169,MS-013798,AA-218-QX,10027889,2024-09-21,5.7,5664,0
FL-012170,MS-013799,AA-126-QX,10027889,2024-09-21,8.1,8062,0
FL-012171,MS-013801,AA-336-QK,10027889,2024-09-21,2.2,2194,0
FL-012172,MS-013802,WV-IT-578,10027889,2024-09-21,1.5,1513,0
FL-012173,MS-013803,WV-IT-604,10027889,2024-09-21,3.8,3749,0
FL-012174,MS-013804,AA-735-NW,10027889,2024-09-21,7.9,7848,0
FL-012175,MS-013805,AA-905-QG,10027889,2024-09-21,7.0,6921,0
FL-012176,MS-013806,AA-897-QG,10027889,2024-09-21,3.4,3381,0
FL-012177,MS-013807,AA-891-QG,10027889,2024-09-21,5.5,5486,0
FL-012178,MS-013808,WV-IT-661,10027889,2024-09-21,6.6,6575,0
FL-012179,MS-013809,WV-IT-638,10027889,2024-09-21,3.5,3451,0
FL-012180,MS-013810,AA-296-TE,10027889,2024-09-21,2.1,2041,1
FL-012181,MS-013811,WVIT-699,10027889,2024-09-21,43.9,43442,0
FL-012182,MS-013812,WV-IT-567,10027889,2024-09-22,21.1,20877,0
FL-012183,MS-013813,AA-280-QK,10027889,2024-09-22,1.8,1781,0
FL-012184,MS-013814,AA-941-QX,10027889,2024-09-22,4.0,3929,0
FL-012185,MS-013815,WV-IT-665,10027889,2024-09-22,4.2,4175,0
FL-012186,MS-013816,AA-658-NW,10027889,2024-09-22,5.3,5221,0
FL-012187,MS-013817,WV-IT-517,10027889,2024-09-23,21.1,20855,0
FL-012188,MS-013818,WV-IT-551,10027889,2024-09-23,41.8,41415,0
FL-012189,MS-013819,WV-IT-561,10027889,2024-09-23,1.7,1729,0
FL-012190,MS-013821,AA-846-QG,10027889,2024-09-23,6.3,6243,0
FL-012191,MS-013822,AA-892-QG,10027889,2024-09-23,2.2,2164,0
FL-012192,MS-013823,AA-242-PJ,10027889,2024-09-23,4.9,4878,0
FL-012193,MS-013824,WV-IT-571,10027889,2024-09-23,6.7,6617,0
FL-012194,MS-013825,AA-902-QG,10027889,2024-09-23,1.3,1273,0
FL-012195,MS-013826,AA-340-QK,10027889,2024-09-23,1.4,1370,0
FL-012196,MS-013827,AA-278-QK,10027889,2024-09-23,3.9,3902,0
FL-012197,MS-013828,AA-336-QK,10027889,2024-09-23,6.8,6697,0
FL-012198,MS-013829,AA-744-NW,10027889,2024-09-23,2.8,2814,0
FL-012199,MS-013830,AA-170-QY,10027889,2024-09-23,3.3,3248,0
FL-012200,MS-013831,AA-945-QX,10027889,2024-09-23,4.5,4425,0
FL-012201,MS-013832,AA-941-QX,10027889,2024-09-23,3.4,3344,0
FL-012202,MS-013833,AA-986-QX,10027889,2024-09-23,3.7,3638,0
FL-012203,MS-013834,AA-951-QX,10027889,2024-09-23,4.5,4503,0
FL-012204,MS-013835,AA-728-RH,10027889,2024-09-23,2.3,2284,0
FL-012205,MS-013836,AA-833-RH,10027889,2024-09-23,6.2,6104,0
FL-012206,MS-013837,WV-IT-685,10027889,2024-09-23,2.4,2375,0
FL-012207,MS-013838,WV-IT-602,10027889,2024-09-23,4.6,4590,0
FL-012208,MS-013839,WV-IT-599,10027889,2024-09-23,6.8,6722,0
FL-012209,MS-013840,WV-IT-603,10027889,2024-09-23,2.7,2695,0
FL-012210,MS-013842,WV-IT-564,10027889,2024-09-23,48.7,48236,0
FL-012211,MS-013843,WV-IT-665,10027889,2024-09-23,9.6,9498,1
FL-012212,MS-013844,81787,10027889,2024-09-23,7.1,7068,0
FL-012213,MS-013845,AA-423-NX,10027889,2024-09-23,2.6,2553,0
FL-012214,MS-013847,AA-488-QH,10027889,2024-09-23,6.1,6085,0
FL-012215,MS-013848,AA-746-NW,10027889,2024-09-23,4.1,4059,0
FL-012216,MS-013849,AA-728-NW,10027889,2024-09-23,3.8,3773,0
FL-012217,MS-013850,AA-853-QG,10027889,2024-09-23,4.6,4591,0
FL-012218,MS-013851,AA-905-QG,10027889,2024-09-23,2.9,2884,0
FL-012219,MS-013852,AA-897-QG,10027889,2024-09-23,6.0,5967,0
FL-012220,MS-013853,AA-858-QG,10027889,2024-09-23,4.2,4116,0
FL-012221,MS-013854,AA-665-QG,10027889,2024-09-23,4.5,4489,0
FL-012222,MS-013855,AA-742-NW,10027889,2024-09-23,5.5,5395,0
FL-012223,MS-013856,AA-658-NW,10027889,2024-09-23,1.2,1177,0
FL-012224,MS-013857,AA-290-TE,10027889,2024-09-23,4.6,4561,0
FL-012225,MS-013859,WVIT-700,10027889,2024-09-23,53.1,52583,1
FL-012226,MS-013860,WVIT-699,10027889,2024-09-23,72.7,71980,0
FL-012227,MS-013862,WV-IT-517,10027889,2024-09-24,37.6,37220,0
FL-012228,MS-013863,WV-IT-551,10027889,2024-09-24,40.9,40504,0
FL-012229,MS-013864,WV-IT-561,10027889,2024-09-24,5.1,5098,0
FL-012230,MS-013865,AA-881-QG,10027889,2024-09-24,4.5,4409,0
FL-012231,MS-013866,AA-892-QG,10027889,2024-09-24,6.8,6738,0
FL-012232,MS-013867,AA-218-QX,10027889,2024-09-24,6.4,6287,0
FL-012233,MS-013868,AA-240-PJ,10027889,2024-09-24,6.9,6812,0
FL-012234,MS-013869,AA-737-NW,10027889,2024-09-24,6.3,6203,0
FL-012235,MS-013870,WV-IT-570,10027889,2024-09-24,1.3,1327,0
FL-012236,MS-013871,AA-908-QG,10027889,2024-09-24,3.8,3790,0
FL-012237,MS-013873,AA-278-QK,10027889,2024-09-24,2.2,2211,0
FL-012238,MS-013874,AA-373-QK,10027889,2024-09-24,6.5,6461,0
FL-012239,MS-013875,AA-744-NW,10027889,2024-09-24,3.2,3217,0
FL-012240,MS-013876,AA-170-QY,10027889,2024-09-24,6.3,6201,0
FL-012241,MS-013877,AA-949-QX,10027889,2024-09-24,8.1,8035,0
FL-012242,MS-013878,AA-155-QY,10027889,2024-09-24,4.9,4807,0
FL-012243,MS-013879,AA-833-RH,10027889,2024-09-24,7.3,7209,0
FL-012244,MS-013880,WV-IT-640,10027889,2024-09-24,4.3,4227,0
FL-012245,MS-013881,WV-IT-604,10027889,2024-09-24,4.4,4405,0
FL-012246,MS-013882,WV-IT-691,10027889,2024-09-24,5.1,5059,0
FL-012247,MS-013883,WV-IT-663,10027889,2024-09-24,4.0,3976,0
FL-012248,MS-013884,WV-IT-660,10027889,2024-09-24,2.9,2896,0
FL-012249,MS-013885,WV-IT-684,10027889,2024-09-24,2.0,1967,0
FL-012250,MS-013886,AA-425-NX,10027889,2024-09-24,8.3,8242,0
FL-012251,MS-013887,AA-471-NX,10027889,2024-09-24,3.5,3487,0
FL-012252,MS-013888,AA-683-NW,10027889,2024-09-24,3.7,3645,0
FL-012253,MS-013889,AA-905-QG,10027889,2024-09-24,6.0,5969,0
FL-012254,MS-013890,AA-497-QG,10027889,2024-09-24,1.3,1241,0
FL-012255,MS-013891,AA-858-QG,10027889,2024-09-24,3.1,3024,0
FL-012256,MS-013892,AA-665-QG,10027889,2024-09-24,5.3,5296,0
FL-012257,MS-013893,AA-299-TE,10027889,2024-09-24,5.0,4990,0
FL-012258,MS-013894,WV-IT-662,10027889,2024-09-24,4.7,4636,0
FL-012259,MS-013895,AA-742-NW,10027889,2024-09-24,3.2,3147,0
FL-012260,MS-013896,WV-IT-690,10027889,2024-09-24,2.5,2454,0
FL-012261,MS-013897,987297,10027889,2024-09-24,1.8,1767,0
FL-012262,MS-013898,WV-IT-637,10027889,2024-09-24,5.3,5249,0
FL-012263,MS-013899,WV-IT-693,10027889,2024-09-24,36.1,35779,0
FL-012264,MS-013900,AA-296-TE,10027889,2024-09-24,7.5,7392,0
FL-012265,MS-013901,WVIT-701,10027889,2024-09-24,58.6,58032,0
FL-012266,MS-013902,WV-IT-692,10027889,2024-09-25,40.6,40241,1
FL-012267,MS-013904,AA-865-QG,10027889,2024-09-25,3.0,2950,0
FL-012268,MS-013905,AA-242-PJ,10027889,2024-09-25,1.6,1599,0
FL-012269,MS-013906,WV-IT-571,10027889,2024-09-25,1.3,1304,0
